date,job_title,organization,experience,max_experience,quantity_required,salary,gender,deadline,how_to_apply,tags,category,raw_text
2025-01-15 06:34:11+00:00,Junior Auditor,Nib International Bank S C,0,0,1.0,,both,2025-01-23,Submit your application letter in person to Nib International Bank Headquarter Building located at Ras Abebe Aregay Street in front of Addis Ababa University School of Commerce or Mail to: P.O. Box 2439. For more information contact Tel. +251115503288,"#nib_international_bank_s_c, #finance, #Addis_Ababa, #0_years",Finance,"Junior Auditor
#nib_international_bank_s_c
#finance
#Addis_Ababa
BA Degree in Accounting, Accounting and Finance, Management or in a related field of study
Graduates of 2023/24 G.C \2016 E.C.
Who scored passing mark in the exit exam.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 23, 2025
How To Apply: Submit your application letter in person to Nib International Bank Headquarter Building located at Ras Abebe Aregay Street in front of Addis Ababa University School of Commerce or Mail to: P.O. Box 2439. For more information contact Tel. +251115503288
@hahujobs | @hahujobs_bot"
2025-01-15 06:20:01+00:00,Junior Customer Service Officer,Metemamen Micro Financing Institution S C,0,3,3.0,,both,2025-01-24,Submit your application letter in person located at WoloSefer on the new road to Atlas 200m from wolosefer square. For more information contact Tel. +251113698244/+251114706866 or via email: metemamenhr@gmail.com,"#metemamen_micro_financing_institution_s_c, #business, #Addis_Ababa, #0_years, #3_years",,"Junior Customer Service Officer
#metemamen_micro_financing_institution_s_c
#business
#Addis_Ababa
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Deadline: January 24, 2025
How To Apply: Submit your application letter in person located at WoloSefer on the new road to Atlas 200m from wolosefer square. For more information contact Tel. +251113698244/+251114706866 or via email: metemamenhr@gmail.com
@hahujobs | @hahujobs_bot"
2025-01-14 10:31:41+00:00,#berhana_selam_printing_enterprise_bspe,Berhana Selam Printing Enterprise Bspe,0,1,2.0,,both,2025-01-21,In person,"#berhana_selam_printing_enterprise_bspe, #transportation_and_logistics, #Addis_Ababa, #0_years, #1_years",,"#berhana_selam_printing_enterprise_bspe
#transportation_and_logistics
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: January 21, 2025
@hahujobs | @hahujobs_bot"
2025-01-14 10:13:21+00:00,Sales Officer/Outdoor,Santimpay Financial Solutions S C,0,1,10.0,,both,2025-01-24,Submit your application letter via email: rekik@santimpay.com,"#santimpay_financial_solutions_s_c, #business, #Addis_Ababa, #0_years, #1_years",,"Sales Officer/Outdoor
#santimpay_financial_solutions_s_c
#business
#Addis_Ababa
BA Degree in Sales, Marketing or in a related field of study with relevant work experience
Duties and Responsibilities:
- Analyzing customers' needs and recommending products
- Discussing products with customers and explaining technical concepts clearly
- Create, plan, and deliver presentations on company products
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: January 24, 2025
How To Apply: Submit your application letter via email: rekik@santimpay.com
@hahujobs | @hahujobs_bot"
2025-01-14 10:09:21+00:00,Documentation,Bete Habesha Yegenzeb Kuteba Ena Bidr,0,3,1.0,7500.0,both,2025-01-18,"Submit your CV educational certificate, student copies, evidence of work experience, and other supporting credentials in person to the Head Office located at 6 kilo on the way to Minilik Hospital, the new building is located next to Ethio Telecom office on the 4th floor where there is Abisiniya and wegagen bank. For further information contact Tel. +251111723356/+251111723385","#bete_habesha_yegenzeb_kuteba_ena_bidr, #business, #Addis_Ababa, #0_years, #3_years",,"Documentation
#bete_habesha_yegenzeb_kuteba_ena_bidr
#business
#Addis_Ababa
TVET Level 10+2, 10+1 or Diploma in Accounting, Business Administration, Business, Management, Economics or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Salary: 7500.00
Deadline: January 18, 2025
How To Apply: Submit your CV educational certificate, student copies, evidence of work experience, and other supporting credentials in person to the Head Office located at 6 kilo on the way to Minilik Hospital, the new building is located next to Ethio Telecom office on the 4th floor where there is Abisiniya and wegagen bank. For further information contact Tel. +251111723356/+251111723385
@hahujobs | @hahujobs_bot"
2025-01-14 09:58:44+00:00,Indonesian Translator (Urgent),Intrinsic Consultancy Plc,0,3,1.0,,both,2025-01-24,Submit your application and CV via email: hanna.b@consultintrinsic.com,"#intrinsic_consultancy_plc, #creative_arts, #Addis_Ababa, #0_years, #3_years",,"Indonesian Translator (Urgent)
#intrinsic_consultancy_plc
#creative_arts
#Addis_Ababa
Fluent in Indonesian and [source language] with relevant work experience in translation or interpretation
Duties & Responsibilites:
- Translate spoken content during meetings, interviews, and events.
- Ensure clarity and accuracy in translations.
Required Skills:
- Strong verbal communication skills in both languages.
- Ability to work under pressure and manage multiple tasks.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Deadline: January 24, 2025
How To Apply: Submit your application and CV via email: hanna.b@consultintrinsic.com
@hahujobs | @hahujobs_bot"
2025-01-14 09:31:01+00:00,Junior Auditor,Nib Insurance Company,0,0,1.0,,both,2025-01-22,In person,"#nib_insurance_company, #finance, #Addis_Ababa, #0_years",Finance,"Junior Auditor
#nib_insurance_company
#finance
#Addis_Ababa
Bachelor's Degree in Accounting, Accounting and Finance, Management, or in a related field of study
Applicants must be graduates of 2023/24 G.C or 2016 E.C and who scored passing mark in the exit exam
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 22, 2025
@hahujobs | @hahujobs_bot"
2025-01-14 09:22:01+00:00,#nefas_silk_paint_factory,Nefas Silk Paint Factory,0,0,5.0,,both,2025-01-17,In person,"#nefas_silk_paint_factory, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"#nefas_silk_paint_factory
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
@hahujobs | @hahujobs_bot"
2025-01-14 07:37:04+00:00,Admin Paid Internship,Two F Capital Plc,0,0,4.0,5000.0,both,2025-01-22,Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot,"#two_f_capital_plc, #business, #Addis_Ababa, #0_years",,"Admin Paid Internship
#two_f_capital_plc
#business
#Addis_Ababa
Bachelor's Degree in any field of study
The Position is full-time in person only (NOT part-time, NOT remote)
The internship period is for 2 months. 
Required Skills:
- Adaptable and Flexible
- Curiosity and Eagerness to Learn
- Resourcefulness in finding information and resolving problems independently
- Decisiveness in making timely decisions to keep operations running smoothly.
- Professionalism in handling sensitive information and maintaining confidentiality.
- Competence in using office software like word processors, spreadsheets, and presentation tools.
- Ability to adapt to new technologies and systems as needed.
- Excellent written and verbal communication to interact with colleagues, clients, and stakeholders.
Quanitity Required: 4
Minimum Years Of Experience: #0_years
Salary: 5000.00
Deadline: January 22, 2025
How To Apply: Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot
@hahujobs | @hahujobs_bot"
2025-01-14 07:36:41+00:00,Junior Welder,Amg Steel Factory,0,0,1.0,,both,2025-01-23,"Apply using the provided link below, For further information contact Tel: +251970718869/ +251929932800","#amg_steel_factory, #engineering, #Gelan, #0_years",Engineering,"Junior Welder
#amg_steel_factory
#engineering
#Gelan
TVET Level IV General Mechanic, or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 23, 2025
How To Apply: Apply using the provided link below, For further information contact Tel: +251970718869/ +251929932800
@hahujobs | @hahujobs_bot"
2025-01-14 07:34:51+00:00,Junior Machine Operator,Amg Steel Factory,0,0,1.0,,both,2025-01-23,Click the apply button below. For more information contact Tel. +251970718869/+251929932800,"#amg_steel_factory, #engineering, #Gelan, #0_years",Engineering,"Junior Machine Operator
#amg_steel_factory
#engineering
#Gelan
TVET Level IV  in General Mechanics or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 23, 2025
How To Apply: Click the apply button below. For more information contact Tel. +251970718869/+251929932800
@hahujobs | @hahujobs_bot"
2025-01-14 07:29:11+00:00,Lecturer,Hawassa University,0,1,2.0,,both,2025-01-23,"Interested applicants who meet the aforementioned requirements can submit their CV educational certificate, student copies, evidence of work experience, and other supporting credentials in person at the Main Campus of Hawassa University Colleges Human Resources Management Team Office No. 132/21 or Addis Ababa General Wingate Square and walk to the road leading to Thara, 50 meters above Gyun Bereki","#hawassa_university, #natural_science, #Hawassa, #0_years, #1_years",,"Lecturer
#hawassa_university
#natural_science
#Hawassa
PhD or Master's Degree in Political Science, International Relations, Federal Studies, Civics, Ethical and Studies, Development Studies, Philosophy, Pace and Conflict, Security Studies, Human Rights, Public Policy, or in a related field of study with relevant work experience
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: January 23, 2025
How To Apply: Interested applicants who meet the aforementioned requirements can submit their CV educational certificate, student copies, evidence of work experience, and other supporting credentials in person at the Main Campus of Hawassa University Colleges Human Resources Management Team Office No. 132/21 or Addis Ababa General Wingate Square and walk to the road leading to Thara, 50 meters above Gyun Bereki
@hahujobs | @hahujobs_bot"
2025-01-14 06:59:41+00:00,#ethiopian_ministry_of_revenues,Ethiopian Ministry Of Revenues,0,0,1.0,9610.0,both,2025-01-18,In person,"#ethiopian_ministry_of_revenues, #finance, #Addis_Ababa, #0_years",Finance,"#ethiopian_ministry_of_revenues
#finance
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 9610.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-14 06:43:41+00:00,Junior Security Camera Operator,Bmet Energy Telecom Industry And Trade Plc,0,2,2.0,,both,2025-01-18,Submit your non-returnable application and CV along with supporting documents in person to the Company's office or Via email: bmet.hr@bmetcables.com. For further information Contact Tel: +251113662027/+251113662034/+251113662007,"#bmet_energy_telecom_industry_and_trade_plc, #ict, #Dima, #Sebeta, #0_years, #2_years",IT/Tech,"Junior Security Camera Operator 
#bmet_energy_telecom_industry_and_trade_plc
#ict
#Dima | #Sebeta
Degree/TVET or Diploma in Information Technology, Computer Science, or in a related field of study with relevant work experience
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: January 18, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the Company's office or Via email: bmet.hr@bmetcables.com. For further information Contact Tel: +251113662027/+251113662034/+251113662007
@hahujobs | @hahujobs_bot"
2025-01-14 06:39:21+00:00,Timekeeper and Archives (HC Clerk),Bmet Energy Telecom Industry And Trade Plc,0,2,1.0,,both,2025-01-18,Submit your non-returnable application and CV along with supporting documents in person to the Company's office or Via email: bmet.hr@bmetcables.com. For further information Contact Tel: +251113662027/+251113662034/+251113662007,"#bmet_energy_telecom_industry_and_trade_plc, #business, #Dima, #Sebeta, #0_years, #2_years",,"Timekeeper and Archives (HC Clerk)
#bmet_energy_telecom_industry_and_trade_plc
#business
#Dima | #Sebeta
Bachelor's Degree in Management, Human Resource Management, Public Administration, Leadership, or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: January 18, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the Company's office or Via email: bmet.hr@bmetcables.com. For further information Contact Tel: +251113662027/+251113662034/+251113662007
@hahujobs | @hahujobs_bot"
2025-01-14 06:19:41+00:00,Utility Technician,Bmet Energy Telecom Industry And Trade Plc,0,4,2.0,,both,2025-01-17,Submit your non-returnable application and CV along with supporting documents in person to the Company's office or Via email: bmet.hr@bmetcables.com. For further information Contact Tel: +251113662027/+251113662034/+251113662007,"#bmet_energy_telecom_industry_and_trade_plc, #engineering, #Addis_Ababa, #0_years, #4_years",Engineering,"Utility Technician
#bmet_energy_telecom_industry_and_trade_plc
#engineering
#Addis_Ababa
BSc Degree or Diploma in General Mechanics, Plumber or in a related field of study with relevant work experience
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #4_years
Deadline: January 17, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the Company's office or Via email: bmet.hr@bmetcables.com. For further information Contact Tel: +251113662027/+251113662034/+251113662007
@hahujobs | @hahujobs_bot"
2025-01-14 06:18:51+00:00,Information Technology Support Officer,Nib Insurance Company,0,0,1.0,,both,2025-01-17,In person,"#nib_insurance_company, #ict, #Addis_Ababa, #0_years",IT/Tech,"Information Technology Support Officer
#nib_insurance_company
#ict
#Addis_Ababa
Bachelor's Degree in Computer Science, Software Engineering, Information Technology, MIS or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
@hahujobs | @hahujobs_bot"
2025-01-13 14:26:50+00:00,Formwork design engineer (Vacancy Code- Design/008),Ethiopian Engineering Corporation,0,5,2.0,,both,2025-01-23,Apply using the provided link below,"#ethiopian_engineering_corporation, #engineering, #Addis_Ababa, #0_years, #5_years",Engineering,"Formwork design engineer (Vacancy Code- Design/008)
#ethiopian_engineering_corporation
#engineering
#Addis_Ababa
Duties and Responsibilities
-Responsible for the planning and estimating stage of projects to ensure the most efficient, safe, and economical form system are incorporated into the project design. 
- Prepares accurate framework layout drawings and erection instructions for field crews.
- Works closely with the project team monitoring the safety, cost, and scheduling of construction projects.
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #5_years
Deadline: January 23, 2025
How To Apply:  Apply using the provided link below
@hahujobs | @hahujobs_bot"
2025-01-13 12:24:51+00:00,#ethiopian_ministry_of_revenues,Ethiopian Ministry Of Revenues,0,0,1.0,9610.0,both,2025-01-18,In person,"#ethiopian_ministry_of_revenues, #finance, #Addis_Ababa, #0_years",Finance,"#ethiopian_ministry_of_revenues
#finance
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 9610.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-13 12:04:41+00:00,#ethiopian_ministry_of_revenues,Ethiopian Ministry Of Revenues,0,0,1.0,9610.0,both,2025-01-18,In person,"#ethiopian_ministry_of_revenues, #business, #Addis_Ababa, #0_years",,"#ethiopian_ministry_of_revenues
#business
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 9610.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-13 11:56:41+00:00,#ethiopian_ministry_of_revenues,Ethiopian Ministry Of Revenues,0,0,1.0,5295.0,both,2025-01-18,In person,"#ethiopian_ministry_of_revenues, #transportation_and_logistics, #Addis_Ababa, #0_years",,"#ethiopian_ministry_of_revenues
#transportation_and_logistics
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 5295.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-13 11:25:11+00:00,Junior Supply Chain Officer,Sador Almunium Technics Plc,0,0,1.0,,both,2025-01-17,"Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email: info@sador-et.com","#sador_almunium_technics_plc, #business, #Addis_Ababa, #0_years",,"Junior Supply Chain Officer
#sador_almunium_technics_plc
#business
#Addis_Ababa
BA Degree in Logistics & Supply Chain Management, Procurement & Asset Management or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email: info@sador-et.com
@hahujobs | @hahujobs_bot"
2025-01-13 11:22:01+00:00,Junior System Analyst,Sador Almunium Technics Plc,0,0,5.0,,both,2025-01-17,"Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email: info@sador-et.com","#sador_almunium_technics_plc, #engineering, #Addis_Ababa, #0_years",Engineering,"Junior System Analyst
#sador_almunium_technics_plc
#engineering
#Addis_Ababa
Bachelor's Degree in Industrial Engineering, Economics, Software Engineering,  Management & Business Administration or in a related field of study
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email: info@sador-et.com
@hahujobs | @hahujobs_bot"
2025-01-13 11:16:31+00:00,Junior Sales Engineer,Sador Almunium Technics Plc,0,0,6.0,,both,2025-01-17,"Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email: info@sador-et.com","#sador_almunium_technics_plc, #engineering, #Addis_Ababa, #0_years",Engineering,"Junior Sales Engineer
#sador_almunium_technics_plc
#engineering
#Addis_Ababa
BSc Degree in Industrial Engineering, Mechanical Engineering,
Chemical Engineering, Construction Management or in a related field of study
Quanitity Required: 6
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email: info@sador-et.com
@hahujobs | @hahujobs_bot"
2025-01-13 11:10:01+00:00,Junior Human Resource Officer,Sador Almunium Technics Plc,0,0,2.0,,both,2025-01-17,"Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email at info@sador-et.com.","#sador_almunium_technics_plc, #business, #Addis_Ababa, #0_years",,"Junior Human Resource Officer
#sador_almunium_technics_plc
#business
#Addis_Ababa
BA Degree in HR Management, Business Management, Public Management or in a related field of study
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email at info@sador-et.com.
@hahujobs | @hahujobs_bot"
2025-01-13 11:07:11+00:00,Junior Sales and Marketing Officer,Sador Almunium Technics Plc,0,0,1.0,,both,2025-01-17,"Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email at info@sador-et.com.","#sador_almunium_technics_plc, #business, #Addis_Ababa, #0_years",,"Junior Sales and Marketing Officer
#sador_almunium_technics_plc
#business
#Addis_Ababa
BA Degree in Marketing Management or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the office, 22 St. Gabriel Hospital down the asphalt road on the right or via email at info@sador-et.com.
@hahujobs | @hahujobs_bot"
2025-01-13 09:34:21+00:00,#vision_lab_trading_plc,Vision Lab Trading Plc,0,1,1.0,,both,2025-01-18,In person,"#vision_lab_trading_plc, #ict, #Addis_Ababa, #0_years, #1_years",IT/Tech,"#vision_lab_trading_plc
#ict
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-13 07:26:31+00:00,Junior Attorney,Enat Bank,0,0,1.0,,both,2025-01-17,Click the apply button below. For more information contact Tel. +251115522835,"#enat_bank, #legal_services, #Addis_Ababa, #0_years",,"Junior Attorney
#enat_bank
#legal_services
#Addis_Ababa
LLB Degree in Law or in a related field of study
Graduates of years 2023 & 2024 G.C.
Exit Exam is required.
Duties and Responsibilities:
- Render legal advices to departments and branches by examining court orders & decisions and legal instruments and correspondences of legal nature
- Prepares statements of claim and defense, declaration for affidavit and memorandum of appeal
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Click the apply button below. For more information contact Tel. +251115522835
@hahujobs | @hahujobs_bot"
2025-01-13 07:10:11+00:00,IT Trainee,Tsehay Bank S Co,0,0,1.0,,both,2025-01-17,Apply using the provided link below,"#tsehay_bank_s_co, #ict, #Addis_Ababa, #0_years",IT/Tech,"IT Trainee
#tsehay_bank_s_co
#ict
#Addis_Ababa
Bachelor's Degree in Computer Science, Information Systems, Information Technology, Management Information Systems, or in a related field of study with relevant work experience
Only the 2023 and 2024 Graduate
CGPA: above 3.25
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 17, 2025
How To Apply: Apply using the provided link below 
@hahujobs | @hahujobs_bot"
2025-01-11 09:35:31+00:00,"Script Writer on Health Content (Remote, Part-Time)",Godmade Essentials,0,0,1.0,5000.0,both,2025-01-26,Apply using the provided link below,"#godmade_essentials, #health_care, #Addis_Ababa, #0_years, #9_years",Healthcare,"Script Writer on Health Content (Remote, Part-Time)
#godmade_essentials
#health_care
#Addis_Ababa
Completion of 12th Grade with a background on anything related to health.
Job Type: Remote, Part-Time
Requirements:
- Needs to create high-quality viral videos. 
- The script are to be written by Amharic language and translating English scripts including AI scripts is strictly forbidden. 
- Need to submit 15 short TikTok scripts weekly and seven 10-minute-long youtube videos weekly.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #9_years
Salary: 5000.00
Deadline: January 26, 2025
How To Apply: Apply using the provided link below
Note: If you can submit a trial test script, 1 for TikTok and 1 for YouTube you can apply for this job.
@hahujobs | @hahujobs_bot"
2025-01-11 06:22:31+00:00,Software Development and Data Science Intern,Frontieri Consult,0,0,1.0,,both,2025-01-15,Submit your application letter via email: career@frontieri.com,"#frontieri_consult, #ict, #Addis_Ababa, #0_years",IT/Tech,"Software Development and Data Science Intern
#frontieri_consult
#ict
#Addis_Ababa
Duties and Responsibilities:
- Collaborate with software developers to design, develop, test, and deploy innovative applications
- Contribute to the development and implementation of data-driven solutions
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 15, 2025
How To Apply: Submit your application letter via email: career@frontieri.com
@hahujobs | @hahujobs_bot"
2025-01-10 13:53:07+00:00,Sales,Sonata Trading Plc,0,0,1.0,9000.0,both,2025-01-20,"Submit your application and CV with supporting documents in person to the Office located at Megenania, Lem Hotel Birhan Bank Building 1st floor O.No.27. For further information contact Tel. +251922009059","#sonata_trading_plc, #business, #Addis_Ababa, #0_years",,"Sales
#sonata_trading_plc
#business
#Addis_Ababa
Completion of 10th Grade
Duties & Responsibilites:
- Identify potential customers and build relationships with them.
- Set and achieve sales goals and targets as determined by the organization.
- Study market trends and customer needs to identify new sales opportunities.
- Demonstrate and explain the features and benefits of products or services.
- Prepare and submit regular sales reports, including sales activity, customer feedback, and market trends.
Required Skills:
- Strong communication and interpersonal skills
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 9000.00
Deadline: January 20, 2025
How To Apply: Submit your application and CV with supporting documents in person to the Office located at Megenania, Lem Hotel Birhan Bank Building 1st floor O.No.27. For further information contact Tel. +251922009059
@hahujobs | @hahujobs_bot"
2025-01-10 12:04:21+00:00,Intern - Public Information - Digital Communication,United Nations Office To The African Union,0,0,1.0,,both,2025-01-24,Apply using the provided link below,"#united_nations_office_to_the_african_union, #creative_arts, #Addis_Ababa, #0_years",,"Intern - Public Information - Digital Communication
#united_nations_office_to_the_african_union
#creative_arts
#Addis_Ababa
Bachelor's Degree in Communications, Media Studies, Journalism, or in a related field of study
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: January 24, 2025
How To Apply: Apply using the provided link below 
@hahujobs | @hahujobs_bot"
2025-01-10 11:54:31+00:00,#bole_sub_city_oda_general_secondary_school,Bole Sub City Oda General Secondary School,0,0,1.0,5104.0,both,2025-01-18,In person,"#bole_sub_city_oda_general_secondary_school, #social_science, #Addis_Ababa, #0_years",,"#bole_sub_city_oda_general_secondary_school
#social_science
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 5104.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 11:47:41+00:00,#federal_public_procurement_service,Federal Public Procurement Service,0,0,1.0,6058.0,both,2025-01-13,In person,"#federal_public_procurement_service, #business, #Addis_Ababa, #0_years",,"#federal_public_procurement_service
#business
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 6058.00
Deadline: January 13, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 11:46:01+00:00,#bole_sub_city_oda_general_secondary_school,Bole Sub City Oda General Secondary School,0,0,1.0,5283.0,both,2025-01-18,In person,"#bole_sub_city_oda_general_secondary_school, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"#bole_sub_city_oda_general_secondary_school
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 5283.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 11:43:31+00:00,#bole_sub_city_oda_general_secondary_school,Bole Sub City Oda General Secondary School,0,0,1.0,4929.0,both,2025-01-18,In person,"#bole_sub_city_oda_general_secondary_school, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"#bole_sub_city_oda_general_secondary_school
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 4929.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 11:16:21+00:00,Secretary,Fountain International Trading,0,1,1.0,,both,2025-01-16,Submit your all necessary documents via email: info@fountainin.com or interfountain@yahoo.com. For further information contact Tel. +251116677383/+251911257076,"#fountain_international_trading, #business, #Addis_Ababa, #0_years, #1_years",,"Secretary
#fountain_international_trading
#business
#Addis_Ababa
Certificate in Secretarial Science and Office Management or in a related field of study with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: January 16, 2025
How To Apply: Submit your all necessary documents via email: info@fountainin.com or interfountain@yahoo.com. For further information contact Tel. +251116677383/+251911257076
@hahujobs | @hahujobs_bot"
2025-01-10 11:03:11+00:00,#ministry_of_health,Ministry Of Health,0,0,2.0,6940.0,both,2025-01-18,In person,"#ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Salary: 6940.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 10:48:21+00:00,#ministry_of_health,Ministry Of Health,0,0,1.0,12765.0,both,2025-01-18,In person,"#ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 12765.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 10:18:41+00:00,#bole_sub_city_oda_general_secondary_school,Bole Sub City Oda General Secondary School,0,0,1.0,6940.0,both,2025-01-18,In person,"#bole_sub_city_oda_general_secondary_school, #finance, #Addis_Ababa, #0_years",Finance,"#bole_sub_city_oda_general_secondary_school
#finance
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 6940.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 09:41:01+00:00,#ministry_of_health,Ministry Of Health,0,0,4.0,10600.0,both,2025-01-18,In person,"#ministry_of_health, #social_science, #Addis_Ababa, #0_years",,"#ministry_of_health
#social_science
#Addis_Ababa
Quanitity Required: 4
Minimum Years Of Experience: #0_years
Salary: 10600.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 09:38:11+00:00,#ministry_of_health,Ministry Of Health,0,0,2.0,10600.0,both,2025-01-18,In person,"#ministry_of_health, #social_science, #Addis_Ababa, #0_years",,"#ministry_of_health
#social_science
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Salary: 10600.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
2025-01-10 09:35:51+00:00,#ministry_of_health,Ministry Of Health,0,0,4.0,10600.0,both,2025-01-18,In person,"#ministry_of_health, #social_science, #Addis_Ababa, #0_years",,"#ministry_of_health
#social_science
#Addis_Ababa
Quanitity Required: 4
Minimum Years Of Experience: #0_years
Salary: 10600.00
Deadline: January 18, 2025
@hahujobs | @hahujobs_bot"
